round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,epochs,last_activation,learning_rate,loss,optimizer
50,0.06059841626459577,0.98148334,0.09068495821673422,0.9792,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06768046827288345,0.9795167,0.08704668414313346,0.9766,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.060475303021958096,0.9816333,0.09165081731043756,0.9749,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06186276397726033,0.9808,0.080590661293827,0.977,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06745272951666266,0.9794667,0.07598306607920677,0.9781,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06616250913240947,0.9802167,0.10562057503499091,0.9692,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.058946088026277724,0.9818,0.08204901021905243,0.9759,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06327085265152467,0.98003334,0.0991304005868733,0.9748,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.058963250648036286,0.9821,0.10088045368145686,0.9777,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.0643323116284834,0.9803333,0.07984380660112947,0.9784,100,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08536399006610736,0.9744833,0.08309510053135455,0.9782,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08600123093967947,0.9747,0.07363497008569539,0.9802,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08676610049170752,0.97431666,0.07931884236633778,0.9747,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.09089832847705111,0.97253335,0.08172238771803678,0.9772,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08525655030272901,0.97386664,0.09345976617187261,0.9721,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08728355083226537,0.9730667,0.09609026314690709,0.9735,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08111894214021352,0.9747,0.07399139598011971,0.9787,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08289057330305999,0.9755,0.0759956691262778,0.9786,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.08908147095081707,0.97285,0.08100445173680783,0.9764,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.09089686173091953,0.97321665,0.0828310449840501,0.9746,100,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04194289937149733,0.98683333,0.07494216714054346,0.9804,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.048251627276962,0.9848167,0.07024656958878041,0.9804,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.046954173590056596,0.98508334,0.08719550855457783,0.9764,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04492263526578123,0.9853,0.08671093937009573,0.9792,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04378412015736103,0.9861,0.07689936073496938,0.9797,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04409228263888508,0.98606664,0.07636193048208952,0.9812,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04545799614861608,0.9856333,0.09743848369223997,0.9803,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.045835306285880506,0.9849,0.08212888171896339,0.9801,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04392519901972264,0.98623335,0.0781309012323618,0.981,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04541281671108057,0.98576665,0.09098477996885776,0.9789,200,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06444913862273097,0.97896665,0.07617814226076007,0.9796,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06454851843261471,0.98013335,0.07279704108834267,0.9804,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.0619651778973639,0.98055,0.06477595783770085,0.9839,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.0654726070848604,0.9791333,0.07727110943756997,0.9792,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06416474209477505,0.9798667,0.06399953897111117,0.9823,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06632397470685343,0.9792167,0.0657642550393939,0.9823,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06663615367375314,0.97896665,0.07841112909838557,0.978,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06667072963279982,0.97943336,0.07404567692428828,0.9808,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06402964037532607,0.9801,0.08560853047296405,0.9809,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06321606195842226,0.9803333,0.06593656871467829,0.982,200,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04142328736837953,0.98681664,0.07622220353689045,0.9814,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04068660776130855,0.9869,0.08244199281558394,0.9806,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04069332900922745,0.9873833,0.08074773758184164,0.982,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.046910645328462126,0.9848833,0.08799711504951119,0.9785,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.041361691975034774,0.98698336,0.08282647900283337,0.9799,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04066481540445238,0.98663336,0.08051591413095593,0.9803,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04635540493763983,0.98525,0.07793597124516964,0.9811,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04286258799955249,0.9856167,0.09109601588919759,0.9812,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.0425708504836075,0.98645,0.07295760494656861,0.9816,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.04051341042853892,0.98695,0.09972661398351193,0.9783,300,0.2,50,softmax,0.01,categorical_crossentropy,SGD
50,0.05987462969031185,0.98031664,0.06639603754505514,0.9818,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06259066423401237,0.97985,0.07671912191435695,0.9772,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.05869857803918421,0.98095,0.07117437878623604,0.9782,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.059697379050776364,0.9813667,0.07244858118705451,0.9787,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.057623848328366874,0.9816667,0.06452513309195637,0.9824,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06273792579770088,0.9799833,0.06043236557394266,0.9826,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.060969679802656176,0.98105,0.07185480931773781,0.9803,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.06278897864744067,0.98095,0.06608982112258673,0.9812,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.05905026264023036,0.9807,0.06735173955559731,0.9817,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
50,0.059344449401833116,0.98113334,0.07157970115542411,0.9816,300,0.3,50,softmax,0.01,categorical_crossentropy,SGD
