acc,batch_size,dropout,epochs,last_activation,learning_rate,loss,loss.1,optimizer,round_epochs,val_acc,val_loss
0.98606664,200,0.2,50,softmax,0.01,0.04409228263888508,categorical_crossentropy,SGD,50,0.9812,0.07636193048208953
0.9856333,200,0.2,50,softmax,0.01,0.04545799614861608,categorical_crossentropy,SGD,50,0.9803,0.09743848369223997
0.9849,200,0.2,50,softmax,0.01,0.045835306285880506,categorical_crossentropy,SGD,50,0.9801,0.08212888171896339
0.98623335,200,0.2,50,softmax,0.01,0.04392519901972264,categorical_crossentropy,SGD,50,0.981,0.0781309012323618
0.98576665,200,0.2,50,softmax,0.01,0.04541281671108057,categorical_crossentropy,SGD,50,0.9789,0.09098477996885776
0.97896665,200,0.3,50,softmax,0.01,0.06444913862273098,categorical_crossentropy,SGD,50,0.9796,0.07617814226076007
0.98013335,200,0.3,50,softmax,0.01,0.06454851843261471,categorical_crossentropy,SGD,50,0.9804,0.07279704108834267
0.98055,200,0.3,50,softmax,0.01,0.0619651778973639,categorical_crossentropy,SGD,50,0.9839,0.06477595783770085
0.9791333000000001,200,0.3,50,softmax,0.01,0.0654726070848604,categorical_crossentropy,SGD,50,0.9792,0.07727110943756997
0.9798667,200,0.3,50,softmax,0.01,0.06416474209477505,categorical_crossentropy,SGD,50,0.9823,0.06399953897111117
0.9792166999999999,200,0.3,50,softmax,0.01,0.06632397470685343,categorical_crossentropy,SGD,50,0.9823,0.0657642550393939
0.97896665,200,0.3,50,softmax,0.01,0.06663615367375314,categorical_crossentropy,SGD,50,0.978,0.07841112909838557
0.97943336,200,0.3,50,softmax,0.01,0.06667072963279982,categorical_crossentropy,SGD,50,0.9808,0.07404567692428828
0.9801,200,0.3,50,softmax,0.01,0.06402964037532607,categorical_crossentropy,SGD,50,0.9809,0.08560853047296405
0.9803333000000001,200,0.3,50,softmax,0.01,0.06321606195842226,categorical_crossentropy,SGD,50,0.982,0.06593656871467829
0.98681664,300,0.2,50,softmax,0.01,0.04142328736837953,categorical_crossentropy,SGD,50,0.9814,0.07622220353689045
0.9869,300,0.2,50,softmax,0.01,0.04068660776130855,categorical_crossentropy,SGD,50,0.9806,0.08244199281558394
0.9873833000000001,300,0.2,50,softmax,0.01,0.04069332900922745,categorical_crossentropy,SGD,50,0.982,0.08074773758184164
0.9848833,300,0.2,50,softmax,0.01,0.046910645328462126,categorical_crossentropy,SGD,50,0.9785,0.08799711504951119
0.98698336,300,0.2,50,softmax,0.01,0.04136169197503477,categorical_crossentropy,SGD,50,0.9799,0.08282647900283338
0.98663336,300,0.2,50,softmax,0.01,0.04066481540445238,categorical_crossentropy,SGD,50,0.9803,0.08051591413095592
0.98525,300,0.2,50,softmax,0.01,0.04635540493763983,categorical_crossentropy,SGD,50,0.9811,0.07793597124516964
0.9856166999999999,300,0.2,50,softmax,0.01,0.04286258799955249,categorical_crossentropy,SGD,50,0.9812,0.0910960158891976
0.98645,300,0.2,50,softmax,0.01,0.0425708504836075,categorical_crossentropy,SGD,50,0.9816,0.07295760494656861
0.98695,300,0.2,50,softmax,0.01,0.04051341042853892,categorical_crossentropy,SGD,50,0.9783,0.09972661398351193
0.98031664,300,0.3,50,softmax,0.01,0.05987462969031185,categorical_crossentropy,SGD,50,0.9818,0.06639603754505513
0.97985,300,0.3,50,softmax,0.01,0.06259066423401237,categorical_crossentropy,SGD,50,0.9772,0.07671912191435695
0.98095,300,0.3,50,softmax,0.01,0.05869857803918421,categorical_crossentropy,SGD,50,0.9782,0.07117437878623603
0.9813666999999999,300,0.3,50,softmax,0.01,0.059697379050776364,categorical_crossentropy,SGD,50,0.9787,0.07244858118705451
0.9816666999999999,300,0.3,50,softmax,0.01,0.057623848328366874,categorical_crossentropy,SGD,50,0.9824,0.06452513309195637
0.9799833,300,0.3,50,softmax,0.01,0.06273792579770088,categorical_crossentropy,SGD,50,0.9826,0.06043236557394266
0.98105,300,0.3,50,softmax,0.01,0.060969679802656176,categorical_crossentropy,SGD,50,0.9803,0.07185480931773781
0.98095,300,0.3,50,softmax,0.01,0.06278897864744068,categorical_crossentropy,SGD,50,0.9812,0.06608982112258673
0.9807,300,0.3,50,softmax,0.01,0.05905026264023036,categorical_crossentropy,SGD,50,0.9817,0.06735173955559731
0.98113334,300,0.3,50,softmax,0.01,0.05934444940183312,categorical_crossentropy,SGD,50,0.9816,0.07157970115542411
