round_epochs,loss,acc,val_loss,val_acc,batch_size,epochs,last_activation,loss,optimizer
50,0.010224858729420564,0.99733335,0.3333751504528487,0.9706,50,50,softmax,categorical_crossentropy,Adam
50,0.010631713655673884,0.99701667,0.2182655880423291,0.9743,50,50,softmax,categorical_crossentropy,SGD
50,0.003454390879419028,0.9991,0.3151193249761335,0.9743,100,50,softmax,categorical_crossentropy,Adam
50,0.013668612174290804,0.99591666,0.22014239443621036,0.9722,100,50,softmax,categorical_crossentropy,SGD
50,0.005109466235280706,0.9984667,0.2805566259026155,0.9721,200,50,softmax,categorical_crossentropy,Adam
50,0.018993275616085156,0.99395,0.1764276406011777,0.9734,200,50,softmax,categorical_crossentropy,SGD
50,0.006153623735105309,0.9981,0.32358921378850936,0.9708,400,50,softmax,categorical_crossentropy,Adam
50,0.03644599180668592,0.98885,0.11890787353739142,0.9733,400,50,softmax,categorical_crossentropy,SGD
